Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480220,0.743,0.012,0.007,0.002,0.013,0.045,0.178,0.019,0.238,-0.22,0.257,0.073,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480254,0.708,0.016,0.01,0.003,0.017,0.051,0.196,0.026,0.266,-0.24,0.292,0.089,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480287,0.668,0.02,0.017,0.006,0.021,0.061,0.207,0.036,0.296,-0.259,0.332,0.11,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480321,0.666,0.021,0.019,0.007,0.021,0.064,0.201,0.04,0.294,-0.254,0.334,0.12,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480355,0.71,0.016,0.018,0.006,0.018,0.056,0.177,0.034,0.256,-0.223,0.29,0.116,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480388,0.755,0.012,0.017,0.005,0.014,0.047,0.15,0.029,0.216,-0.187,0.245,0.119,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480422,0.786,0.013,0.017,0.005,0.012,0.041,0.125,0.03,0.184,-0.153,0.214,0.142,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480455,0.816,0.016,0.016,0.005,0.011,0.032,0.104,0.032,0.151,-0.119,0.184,0.175,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480489,0.836,0.019,0.015,0.004,0.01,0.024,0.093,0.034,0.13,-0.096,0.164,0.207,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480523,0.842,0.02,0.015,0.004,0.009,0.02,0.089,0.035,0.123,-0.088,0.158,0.222,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480556,0.854,0.02,0.012,0.003,0.01,0.02,0.08,0.033,0.114,-0.081,0.146,0.224,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480590,0.867,0.019,0.011,0.003,0.009,0.019,0.072,0.03,0.103,-0.073,0.133,0.227,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480624,0.87,0.019,0.012,0.003,0.008,0.017,0.07,0.031,0.099,-0.068,0.13,0.24,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480657,0.866,0.022,0.013,0.004,0.009,0.016,0.071,0.035,0.099,-0.064,0.134,0.26,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480691,0.862,0.026,0.012,0.004,0.01,0.018,0.068,0.038,0.1,-0.062,0.138,0.275,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480724,0.866,0.026,0.011,0.004,0.011,0.02,0.062,0.037,0.097,-0.06,0.134,0.278,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480758,0.878,0.023,0.011,0.003,0.01,0.022,0.053,0.034,0.088,-0.053,0.122,0.281,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480792,0.885,0.022,0.01,0.003,0.009,0.022,0.048,0.033,0.082,-0.05,0.115,0.284,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480825,0.88,0.023,0.01,0.003,0.009,0.023,0.051,0.033,0.087,-0.053,0.12,0.277,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480859,0.881,0.022,0.011,0.003,0.009,0.023,0.051,0.033,0.086,-0.053,0.119,0.277,
