Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540761,0.914,0.043,0.007,0.001,0.005,0.004,0.026,0.051,0.035,0.016,0.086,0.59,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540795,0.917,0.041,0.006,0.001,0.004,0.003,0.028,0.047,0.037,0.01,0.083,0.562,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540828,0.914,0.039,0.006,0.001,0.004,0.004,0.032,0.045,0.041,0.004,0.086,0.524,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540862,0.92,0.032,0.006,0.001,0.004,0.004,0.033,0.038,0.042,-0.004,0.08,0.474,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540896,0.939,0.019,0.004,0.001,0.004,0.003,0.03,0.023,0.038,-0.015,0.061,0.375,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540929,0.953,0.008,0.004,0,0.004,0.004,0.027,0.012,0.035,-0.022,0.047,0.261,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540963,0.949,0.007,0.006,0.001,0.004,0.004,0.029,0.013,0.038,-0.025,0.051,0.254,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540996,0.927,0.013,0.007,0.001,0.004,0.004,0.044,0.02,0.053,-0.032,0.073,0.278,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540030,0.894,0.028,0.007,0.001,0.003,0.004,0.062,0.036,0.07,-0.034,0.106,0.338,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540064,0.873,0.046,0.007,0.001,0.004,0.004,0.065,0.053,0.074,-0.021,0.127,0.418,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540097,0.879,0.046,0.006,0.001,0.005,0.005,0.058,0.052,0.069,-0.017,0.121,0.431,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540131,0.902,0.028,0.005,0.001,0.007,0.006,0.053,0.032,0.066,-0.033,0.098,0.33,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540165,0.921,0.013,0.004,0.001,0.007,0.005,0.05,0.017,0.062,-0.044,0.079,0.219,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540198,0.928,0.014,0.003,0,0.005,0.003,0.045,0.018,0.054,-0.036,0.072,0.249,Disfrute
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540232,0.911,0.037,0.003,0,0.004,0.002,0.042,0.04,0.049,-0.009,0.089,0.452,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540265,0.857,0.09,0.003,0.001,0.003,0.002,0.044,0.093,0.05,0.043,0.143,0.652,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540299,0.808,0.131,0.005,0.001,0.004,0.003,0.048,0.136,0.056,0.08,0.192,0.708,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540333,0.812,0.112,0.007,0.001,0.007,0.005,0.054,0.12,0.068,0.052,0.188,0.638,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540366,0.844,0.07,0.008,0.001,0.01,0.008,0.058,0.078,0.078,0,0.156,0.499,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.656,00:09:41.540400,0.86,0.051,0.007,0.001,0.01,0.008,0.063,0.058,0.082,-0.024,0.14,0.415,
